mean_predicted_probability,observed_failure_rate
2.1869313541698603e-33,0.0
1.5191290439529254e-17,0.0
2.8053024478421445e-09,0.0
2.393737065905686e-05,0.0
0.00011662844080073029,0.0
0.00019317293675725323,0.0
0.00030362898557930194,0.0
0.000611109451210344,0.0
0.2804476788038678,0.01
0.9630412894679289,0.09533333333333334
